title,location,Price,category
Medal Pizza,Māḩiş,26,"['Italian', 'Pizza']"
Mashawi Al Kheir,Al Qasţal,31,"['Jordanian', 'Pastries']"
Munia Restaurant,Ad Dimnah,70,"['Yemeni', 'Arabic', 'Grills']"
Patty Kitchen,Al Azraq ash Shamālī,26,"['International', 'Salads', 'Desserts']"
Think Coffee House,Al Maşţabah,46,"['Beverages', 'Pizza']"
Al Shami Sweets,Al Maşţabah,78,"['Arabic', 'Desserts']"
Pamino Sweets,Ma‘ān,53,['Desserts']
Amo Yousef Snack,Al Ḩayy,97,"['Snacks', 'Sandwiches ', 'Mexican']"
Qarreb w Thuoq,"Abdoun, Amman",25,['Pastries']
Mashawe Mais,Irbid,59,['Grills']
Philly Steak,Az Zarqa,83,"['Healthy', 'Lebanese', 'Pastries']"
Golden Sandwich,Kufayrāt Abū Khīnan,67,"['Breakfast', 'Salads', 'Sandwiches ']"
Zahrit Al Ashiq Sweets,Az Zarqa,41,['Desserts']
Manqoushet Baladna,Umm al Kundum,100,"['Italian', 'Pizza', 'Snacks']"
Dairy More,Umm al Kundum,60,['Desserts']
95 Waffles,Umm al Kundum,19,['Crepes and Waffles']
Tip Top,Ash Shumaysānī,56,"['Speciality Store', 'Fresh Meat & Fish']"
AL Bashawati Sweets,Madaba,88,"['Arabic', 'Desserts']"
Zahr W Raihan Express,Irbid,44,"['Burgers', 'Snacks', 'Sandwiches ']"
Abu Haroun Coffee,Al Maşţabah,41,['Juices']
Habibah Downtown,Al Ḩayy,47,"['Arabic', 'Desserts']"
Mr. Hotdog,Al Qasţal,38,"['Hot Dogs', 'Sandwiches ', 'Jordanian']"
The Clock Restaurant,Aţ Ţayyibah,59,"['Shawarma & Doner', 'Fast Food', 'Italian']"
Vox's Supermarket,Az Zarqa,43,"['Grocery ', 'Supermarket']"
Geneva Pastries,Al Quwayrah,84,"['Bakery and Cakes', 'Breakfast', 'Pastries']"
Orouq Al Yasmeen,Amman,78,"['Arabic', 'Manaqeesh']"
Marmalade,Sowayma,97,['Desserts']
Shawerma Zeina,Umm Qays,44,"['Arabic', 'Shawarma & Doner']"
Allode Sweets,Umm Qays,85,"['Shawarma & Doner', 'Sandwiches ']"
Mansaf 3a Osolouh,At-Tafilah,15,"['Arabic', 'Grills', 'Seafood']"
3ajeentna,Az Zarqa,23,"['Pizza', 'Manaqeesh', 'Pastries']"
Little Italy Pizzeria,Aqaba,49,"['Pizza', 'Ice Cream', 'Italian']"
Casa Mia Pizzeria,Ash Shūnah ash Shamālīyah,10,"['Italian', 'Pasta', 'Pizza']"
asyad almandi,Ajloun,28,"['Arabic', 'Mandi']"
Spain House Restaurant,Aţ Ţayyibah,91,"['Burgers', 'Shawarma & Doner', 'Snacks']"
Pet Rangers,Al Quwayrah,91,['Speciality Store']
FelFeleh,Umm al Kundum,24,"['Sandwiches ', 'Arabic', 'Falafel']"
Takeeat Easy Pasta,Wadi Musa,14,"['Italian', 'Pasta']"
HEALTHY FOODS FRUITS & VEGETABLES,Al Kafrayn,98,"['Speciality Store', 'Fruits & Vegetables']"
Galaxy  Cards,Aqaba,39,['Speciality Store']
Lahmeh w Jajeh,Al Rama,40,"['Fast Food', 'Shawarma & Doner']"
Wings N Things,Shūnat Nimrīn,23,"['Burgers', 'Fried Chicken', 'Wings']"
Al Rashed Restaurant,Irbid,19,"['Falafel', 'Sandwiches ', 'Arabic']"
AlGhazzawi Market,Umm al Kundum,55,"['Grocery ', 'Supermarket']"
Bet Al Farra Pastries,Aţ Ţayyibah,84,"['Pastries', 'Breakfast']"
Iyad Jbaarah Restaurant,Al Kafrayn,92,"['Sandwiches ', 'Arabic', 'Snacks']"
Telal Alnor,"Abdoun, Amman",29,"['Speciality Store', 'Nuts & Dried Fruit']"
moajanat alsaeed,Wadi Musa,92,['Pastries']
Crepe & Waffle Maker,Umm Qays,59,"['Crepes and Waffles', 'Desserts']"
L3younkm Jena,Abū al Lasan,100,"['Shawarma & Doner', 'Sandwiches ', 'Fried Chicken']"
AlRayes Sweets,Az Zarqa,67,['Desserts']
Enesh Galbak,Umm Qays,66,['Beverages']
Raw'et Al Hureya Pizza,At-Tafilah,35,['Pizza']
Sababa Butchery,Umm Uthainah,59,"['Speciality Store', 'Fresh Meat & Fish']"
TORKEY AL-HANA,Ad Dimnah,97,"['Arabic', 'Shawarma & Doner']"
Crepello,Abū al Lasan,72,"['Breakfast', 'Crepes and Waffles']"
Al-Ameer Sandwich,‘Ayn Amūn,84,['Arabic']
Owais Pizza,Ad Dimnah,32,"['Pizza', 'Pastries']"
asmak al sultan,Abū al Lasan,69,['Seafood']
AL-Deafa Butcher Shop,Dana,43,"['Speciality Store', 'Fresh Meat & Fish']"
Sichuan,Jerash,89,['Chinese']
Zamzam Sweets,Al Burj,91,['Desserts']
Abu Sultan Sweet,"Abdoun, Amman",26,['Desserts']
The Castle,Al Kafrayn,27,"['Burgers', 'Snacks']"
Bouvardia Flower,Umm Uthainah,60,['Flowers']
Fit Corner,Umm Uthainah,33,"['Healthy', 'Vegetarian']"
Indian Restaurant,Dana,40,['Indian']
Fresh Juice,Ma‘ān,80,['Juices']
Golden Rose,Madaba,69,['Flowers']
Shawerma Al Reef,Umm Qays,40,"['Burgers', 'Shawarma & Doner']"
Kumpirooze,Ma‘ān,39,"['Turkish', 'Sandwiches ']"
Omar Flowers,Al Qasţal,30,['Flowers']
Pizza & Snacks Ga3det 3arab,Ad Dimnah,22,"['Pizza', 'Snacks', 'Sandwiches ']"
Jubran Eats,Ma‘ān,13,"['International', 'Lebanese', 'Grills']"
Piano Cafe,Ash Shūnah ash Shamālīyah,62,"['Desserts', 'Juices']"
Shehab & Nasir Grills,Al Burj,50,"['Pastries', 'Jordanian']"
Al Hashlamoun Roastery,Shūnat Nimrīn,22,"['Speciality Store', 'Nuts & Dried Fruit']"
Rakwet Kanaan,Aqaba,71,"['Grills', 'International', 'Sandwiches ']"
Pasta Aromi,Sowayma,88,"['Italian', 'Sandwiches ', 'Jordanian']"
Jameed Chocolate,Umm Qays,50,"['Desserts', 'Crepes and Waffles']"
Holy Valley,Al Ḩayy,77,['Speciality Store']
Ard AlKhairat Grills,Sowayma,44,['Grills']
Bhar W Asrar Kitchen,Kerak,40,"['Arabic', 'Jordanian']"
Zmzm Sweets,Wadi Rum,92,"['Desserts', 'Ice Cream', 'Crepes and Waffles']"
100 Burger,Wadi Rum,96,"['American', 'Burgers', 'Sandwiches ']"
Shawarma Guys,Umm Qays,94,"['Shawarma & Doner', 'Sandwiches ', 'Jordanian']"
Hijazi for Vegetables and  Fruits,At-Tafilah,82,"['Speciality Store', 'Fruits & Vegetables']"
7kayet Al Rabieh,Ajloun,55,"['Grills', 'Iraqi']"
Moajanat Al Hassan,Shūnat Nimrīn,75,['Pastries']
Noor Ala Noor roasteries,Aţ Ţayyibah,92,"['Speciality Store', 'Nuts & Dried Fruit']"
That Coffee Place,Shūnat Nimrīn,75,"['Beverages', 'Juices']"
Le Gemelle,Kufayrāt Abū Khīnan,97,"['Italian', 'Salads', 'Jordanian']"
Set Al Sham Kitchen,Al Qasţal,55,"['Pastries', 'Jordanian']"
Balqees Al Yaman,Kerak,39,['Yemeni']
Khobzeh w Shawerma broasted,Ad Dimnah,94,['Fried Chicken']
Fries Hut,Ash Shūnah ash Shamālīyah,90,"['Jordanian', 'Arabic', 'Fast Food']"
Abu Odeh Stores gold /airport road ,Al Rama,46,"['Grocery ', 'Supermarket']"
Kabatilo,Al Burj,84,"['Speciality Store', 'Nuts & Dried Fruit']"
Razan Juice`s,Al Burj,47,"['Juices', 'Beverages']"
Tutti Frutti Ma'an,Ad Dimnah,44,['Desserts']
Pizza & Pastries Zouhor Al Mahbeh,Abū al Lasan,53,"['Arabic', 'Breakfast', 'Pastries']"
Mahmas Alown,Ash Shumaysānī,76,"['Speciality Store', 'Nuts & Dried Fruit']"
Manqushat Yahya W Omar,Kerak,88,['Arabic']
Al Yasoufy,Shūnat Nimrīn,87,"['Speciality Store', 'Supermarket']"
Manqushet Amman street,Ad Dimnah,72,"['Pizza', 'Manaqeesh', 'Pastries']"
Shawarma Fahem W Saj,Aqaba,20,"['Shawarma & Doner', 'Sandwiches ']"
Eftah Ya Semsem,Wadi Musa,30,['Pastries']
Smakanji,Kufayrāt Abū Khīnan,66,['Seafood']
Ever Green Flowers,Kufayrāt Abū Khīnan,39,['Flowers']
Reem Al Shamal,Al Qasţal,53,['Shawarma & Doner']
Grill N Fire,Irbid,78,"['Burgers', 'Sandwiches ', 'American']"
Italian Pizza,Bayyūḑah,78,"['Pizza', 'Italian']"
Suha Flowers,Kufayrāt Abū Khīnan,58,['Flowers']
AlRaed Restaurant,Madaba,95,['Shawarma & Doner']
Black Forest Ice Cream,Al Khuraybah,30,"['Ice Cream', 'Beverages', 'Desserts']"
Dandaneh Restaurant,Abū al Lasan,30,"['Sandwiches ', 'Snacks']"
NUR Lebanese by Fairmont Amman,Ţāb Kirā‘,73,"['Arabic', 'Jordanian']"
The Butcher,Madaba,22,"['Speciality Store', 'Fresh Meat & Fish']"
Al Ramhi Flower,Al Azraq ash Shamālī,35,['Flowers']
Al Iskandarani,Aqaba,31,"['Arabic', 'Beverages', 'Egyptian']"
Bent Al Sultan,Dana,73,"['Sandwiches ', 'Breakfast', 'Falafel']"
Go Mobile,Al Azraq ash Shamālī,50,['Speciality Store']
Josie,Madaba,41,"['Desserts', 'Juices', 'Crepes and Waffles']"
Mobile House,Al Azraq ash Shamālī,42,['Speciality Store']
Kayla Kitchen,Al Kafrayn,82,"['Burgers', 'Healthy', 'Salads']"
Casa De La Masa,Jerash,22,"['Pizza', 'Breakfast', 'Manaqeesh']"
Boom Coffee,Al Azraq ash Shamālī,80,['Juices']
Knafeh 3ala Al Fah7em,Aqaba,72,['Desserts']
Yoyo's Chicken,Al Azraq ash Shamālī,48,"['Burgers', 'Fried Chicken']"
Mr Khallat,Al Azraq ash Shamālī,67,"['Hot Dogs', 'Sandwiches ', 'Beverages']"
Azzurri,Al Ḩayy,61,"['Beverages', 'Juices', 'Sandwiches ']"
Al Yousfy Flower Shop,Al Kafrayn,53,['Flowers']
Algharbi Coffee,Umm Uthainah,26,"['Speciality Store', 'Nuts & Dried Fruit']"
Crepe Factory,At-Tafilah,79,"['Crepes and Waffles', 'Desserts']"
Zuwwadeh Breakfast,Al Ḩayy,84,"['Breakfast', 'Desserts', 'Arabic']"
Bella Flowers,Az Zarqa,61,['Flowers']
Tedalal Restaurant,Ash Shumaysānī,45,"['Snacks', 'Sandwiches ', 'Falafel']"
Amro For Vegetables And Fruits,Wadi Rum,24,"['Speciality Store', 'Fruits & Vegetables']"
Homemade Natural Juices,Ajloun,71,"['Beverages', 'Juices', 'Healthy']"
Al Forn Al Shami,Ash Shumaysānī,28,"['Arabic', 'Breakfast', 'Pastries']"
Qashoo Sweets,Shūnat Nimrīn,36,['Desserts']
Burger Ala Hajar,Sowayma,57,"['American', 'Burgers', 'International']"
D Drinks,Madaba,42,['Juices']
3a Bukra Fruits & Vegs,Al Ḩayy,13,"['Speciality Store', 'Fruits & Vegetables']"
Abu Staif Restaurant,Al Qasţal,49,"['Arabic', 'Falafel']"
Omar's Pan,Ad Dimnah,19,"['American', 'Breakfast', 'Desserts']"
Cherry Berry Cake,Irbid,16,['Desserts']
Oro,Wadi Rum,24,"['Beverages', 'Juices', 'Desserts']"
Alrahma Chicken,Umm Uthainah,54,"['Speciality Store', 'Fresh Meat & Fish']"
Dose coffee,Al Maşţabah,40,"['Beverages', 'International']"
Boomberry,Wadi Musa,19,['Juices']
Shrimp Joint,Al Ḩayy,26,"['Beverages', 'International', 'Seafood']"
Al  Jadoo3 Grills,Amman,20,"['Grills', 'Arabic']"
Firefly Al Muqabalain,Al Kafrayn,14,['Burgers']
Simit Usta,Kerak,48,"['Pastries', 'Pizza']"
Rio,Az Zarqa,49,"['Shawarma & Doner', 'Snacks']"
Friends Cafe&More,Aţ Ţayyibah,93,"['Beverages', 'Desserts']"
Pizza W Manaqeesh ElHajjeh Sara,Al Kafrayn,55,"['Pastries', 'Pizza', 'Jordanian']"
House Of Kabab Butchery,Wadi Rum,28,"['Speciality Store', 'Fresh Meat & Fish']"
Mobile Gate,Al Kafrayn,53,['Speciality Store']
99 Grill - Mecca Street,Wadi Musa,29,"['American', 'Burgers', 'Grills']"
AZ Electronies,Wadi Rum,89,['Speciality Store']
Family Pizza Jo,Māḩiş,54,['Pizza']
CookieMarie,Al Khuraybah,59,['Desserts']
Indiana,Jerash,31,"['Grills', 'Shawarma & Doner', 'Sandwiches ']"
Mabroshet Dana,Madaba,94,"['Arabic', 'Desserts']"
Mat3mna Wa Bass,At-Tafilah,98,"['Arabic', 'Desserts', 'Salads']"
JoJo Shawerma,Wadi Musa,20,"['Seafood', 'Jordanian', 'Arabic']"
Crepe Secret,Ash Shumaysānī,65,"['Desserts', 'Crepes and Waffles']"
Sufrat Hawanim restaurant,Ad Dimnah,95,['Arabic']
Al Baraka Supermarket,Al Rama,62,"['Grocery ', 'Supermarket']"
Saj Mahal,Ma‘ān,11,"['Shawarma & Doner', 'Snacks']"
Tiny Box,Shūnat Nimrīn,65,"['Healthy', 'Sandwiches ', 'Arabic', 'Grills']"
Chinese Flavor,Al Khuraybah,57,"['Asian', 'Chinese', 'International', 'Seafood', 'Thai']"
Zokak,Ash Shumaysānī,41,"['Beverages', 'Coffee & Tea']"
Al Taqwa Pastries,Abū al Lasan,40,"['Pastries', 'Pizza', 'Arabic']"
Al Qalawi Butchery,Amman,84,"['Speciality Store', 'Fresh Meat & Fish']"
Hisham w Siraj 3sajj,Ajloun,84,"['Burgers', 'Shawarma & Doner', 'Snacks']"
Mataam & Mashawi Arafat,Al Burj,74,"['Grills', 'Butchery', 'Arabic']"
W2GO,Irbid,94,"['Pizza', 'Sushi', 'Asian']"
O3 Supermarket,Ad Dimnah,65,"['Grocery ', 'Supermarket']"
Malabari Indian Restaurant,Bayyūḑah,22,"['Indian', 'International', 'Grills']"
Grill Town,Umm al Kundum,85,"['Burgers', 'Snacks', 'Sandwiches ']"
Hyderi Indian Food,‘Ayn Amūn,52,['Indian']
Steak & Potato,Al Ḩayy,38,['American']
Jannat Al Sham Cocktail,Ash Shūnah ash Shamālīyah,67,['Juices']
SOS Children`s Villages Jordan,Al Azraq ash Shamālī,63,['Charity']
Sade Grill,Ash Shūnah ash Shamālīyah,95,"['Burgers', 'Salads', 'Sandwiches ']"
Safiha & Manoucheh,Ash Shumaysānī,100,"['Arabic', 'Breakfast', 'Pastries']"
The Shawarma Shop,Al Rama,48,"['Shawarma & Doner', 'Sandwiches ', 'Jordanian']"
Hekayti burger & calzone,Amman,33,"['Calzone', 'Sandwiches ']"
Al-Basha Restaurant,Umm al Kundum,48,"['Arabic', 'Jordanian']"
Juicy Juice,Al Khuraybah,85,"['Juices', 'Salads']"
Bon Fakhruddin,Al Quwayrah,44,"['Speciality Store', 'Coffee & Tea']"
Nabteh o Fatteh,Al Maşţabah,14,"['Breakfast', 'Juices', 'Grills']"
Grillo,Aqaba,69,"['Shawarma & Doner', 'Sandwiches ']"
Mangousheh & Nar,Al Quwayrah,72,"['Manaqeesh', 'Pizza', 'Shawarma & Doner']"
Totanji,Aqaba,48,"['Arabic', 'Falafel', 'Jordanian']"
Alsayyad Grills,Ash Shumaysānī,19,"['Arabic', 'Grills', 'Lebanese']"
Fiori Flowers,Umm Qays,54,['Flowers']
Alban Hamadah,Az Zarqa,93,['Speciality Store']
Kaketak 3 Kefak,Umm Uthainah,16,"['Arabic', 'Grills', 'Lebanese']"
Heef & Reef Restaurant,Māḩiş,79,"['Arabic', 'Fast Food', 'Shawarma & Doner']"
Chef nedal shawerma,Al Khuraybah,59,"['Shawarma & Doner', 'Arabic']"
Qais Restaurant,Al Quwayrah,72,"['Breakfast', 'Sandwiches ']"
Juiced,Al Ḩayy,18,"['Juices', 'Healthy', 'Beverages']"
AlBarha Restaurant,At-Tafilah,78,['Shawarma & Doner']
Terghalli,Madaba,57,"['Pizza', 'Italian', 'Pasta', 'Pastries']"
Kokh Al Mashawi,Bayyūḑah,42,['Grills']
Jannat Al Sham Restaurant,Ash Shūnah ash Shamālīyah,57,"['Fried Chicken', 'Shawarma & Doner', 'Sandwiches ']"
Tik Tok,Al Azraq ash Shamālī,94,"['Crepes and Waffles', 'Juices']"
Geneva Pastries,Madaba,46,"['Bakery and Cakes', 'Breakfast', 'Pastries']"
Al Mukala Restaurant For Yemeni And Khaliji Food,Ash Shumaysānī,13,['Arabic']
Shawerma Alhnayan,Ad Dimnah,64,['Shawarma & Doner']
Gee`s,Shūnat Nimrīn,81,['Speciality Store']
2 Friends,Al Khuraybah,91,"['Burgers', 'Grills']"
Al Neran,Aqaba,79,"['Shawarma & Doner', 'Arabic', 'Grills']"
Al Marwa Snack,Amman,51,"['Sandwiches ', 'Snacks']"
Magnum Snacks,‘Ayn Amūn,28,"['Shawarma & Doner', 'Fast Food']"
Hermeez Cuisine,Bayyūḑah,52,"['Jordanian', 'Pastries', 'Pizza']"
Al Kayed Sweets Products,Ajloun,54,"['Speciality Store', 'Pastries & Sweets']"
Marmalade,Al Rama,26,['Desserts']
Shawarma & Snack Wesalak,Ash Shūnah ash Shamālīyah,62,"['Shawarma & Doner', 'Snacks', 'Jordanian']"
Secrets Cake,Umm al Kundum,88,"['Desserts', 'Frozen Yogurt ']"
"Al Fawal, Al Qwaismeh",Al Rama,63,"['Breakfast', 'Falafel']"
Kosharita,At-Tafilah,92,"['Egyptian', 'Arabic']"
Beirut Catering Services,Al Maşţabah,22,['Healthy']
Shawerma 901,Al Rama,14,"['Shawarma & Doner', 'Sandwiches ', 'Arabic']"
Happy Makers Sweets And Juices,Irbid,62,"['Juices', 'Desserts']"
Amo Yousef Snack,Al Khuraybah,60,"['Snacks', 'Sandwiches ', 'Mexican']"
Jasmine Peak Restaurant,Abū al Lasan,47,"['Arabic', 'Grills']"
Mr Juice,Al Burj,18,"['Juices', 'Beverages']"
Falafel & oven Refe,Irbid,100,['Falafel']
Al Shakhshir Restaurant,Kufayrāt Abū Khīnan,46,"['Arabic', 'Breakfast']"
Deem Restaurant,Kufayrāt Abū Khīnan,65,"['Arabic', 'Breakfast', 'Snacks']"
Alsalam Mills,Al Burj,71,"['Speciality Store', 'Nuts & Dried Fruit']"
Ali Abu Jbara,"Abdoun, Amman",79,"['Breakfast', 'Falafel']"
Ceviche,Wadi Musa,65,"['Mexican', 'Snacks', 'Sandwiches ']"
Jawhert El Yaman,Umm al Kundum,86,"['Arabic', 'Yemeni', 'Mandi']"
Alsunbolah Sweets,Az Zarqa,94,['Desserts']
Al Qaryah Restaurant,Ad Dimnah,19,"['Arabic', 'Falafel', 'Sandwiches ']"
Foul W Nan3,‘Ayn Amūn,85,"['Breakfast', 'Falafel', 'Arabic']"
OB Snack,Kerak,47,"['Snacks', 'Burgers']"
Salma,Sowayma,38,"['Arabic', 'Grills', 'Salads']"
Bait Arabi Lal Mo`ajannat,Amman,27,"['Arabic', 'Breakfast', 'Pastries']"
twins,Aţ Ţayyibah,44,"['Crepes and Waffles', 'Cakes and Desserts']"
Goat Burger,Kerak,15,"['American', 'Burgers']"
Fitness Healthy Food,"Abdoun, Amman",35,['Healthy']
Akarim Al Arab Pizza And Pastries,Umm Uthainah,24,"['Breakfast', 'Shawarma & Doner']"
Joud Al Khair Grill,Jerash,68,"['Arabic', 'Jordanian']"
Falafel Jbara,Ţāb Kirā‘,93,['Arabic']
Al Nasim Restaurant,Ash Shumaysānī,77,"['Shawarma & Doner', 'Sandwiches ', 'Fried Chicken']"
AlQoba AlDemashqyeh Sweets,‘Ayn Amūn,57,['Desserts']
Creative Outlook,Ash Shūnah ash Shamālīyah,31,['Speciality Store']
"Shi Shawerma, Jabal Amman",Al Maşţabah,26,"['Sandwiches ', 'Shawarma & Doner']"
Bortoqala Bakeries,Jerash,80,"['Speciality Store', 'Bread & Bakery']"
Montajat Alsufra,Aţ Ţayyibah,46,['Grocery ']
Abu Arab Futchery,Jerash,29,"['Speciality Store', 'Fresh Meat & Fish']"
Shawerma Al Taee,Al Maşţabah,45,"['Shawarma & Doner', 'Sandwiches ', 'Arabic']"
Indoor Café,Umm Qays,60,"['American', 'Beverages']"
Iskender Express,‘Ayn Amūn,83,['Arabic']
Bascoth,Kufayrāt Abū Khīnan,74,"['Juices', 'Desserts']"
Al Kalha.,Al Maşţabah,49,"['Falafel', 'Sandwiches ', 'Breakfast']"
Shawerma 3al bal,Ash Shūnah ash Shamālīyah,89,"['Shawarma & Doner', 'Sandwiches ']"
Shi Shawerma,Amman,25,"['Sandwiches ', 'Shawarma & Doner']"
Aklat Eileen,Umm al Kundum,42,['Arabic']
Cake and More,Dana,49,"['Bakery and Cakes', 'Desserts']"
Mnagesh semsem w zater,Al Burj,92,"['Pastries', 'Pizza']"
Maisaa Al-Ashari for Loss Weight and Slimming,Ma‘ān,67,"['Speciality Store', 'Pastries & Sweets']"
Shawarma House,Jerash,90,"['American', 'Burgers', 'Sandwiches ']"
Cocktail Mandaleen,Ma‘ān,36,"['Beverages', 'Juices', 'Crepes and Waffles', 'Fruit Salads']"
Burgeratti,Jerash,24,['Burgers']
The PitMaster Smoke House,Ash Shūnah ash Shamālīyah,75,"['American', 'Burgers', 'International']"
Cuts Restaurant,Al Burj,71,"['Burgers', 'Hot Dogs', 'Sandwiches ']"
Original Bowl,Irbid,53,"['Sushi', 'Asian', 'Healthy', 'Japanese']"
Albarudi,Az Zarqa,67,"['Pastries', 'Pizza', 'Desserts']"
Zarb Rawabi Al Yasmeen,Wadi Musa,55,['Arabic']
Eleven Eleven Bistro,Al Azraq ash Shamālī,73,"['Arabic', 'Burgers', 'Pizza']"
Street 99 Shawarma,Al Maşţabah,62,['Shawarma & Doner']
Bellariva,Ţāb Kirā‘,21,"['Pizza', 'Salads', 'Sandwiches ']"
Moajnat Beauty Cake,Al Kafrayn,85,"['Pastries', 'Pizza', 'Breakfast']"
Taleemkom,Al Ḩayy,29,['Speciality Store']
Loay W Naima,Al Ḩayy,34,"['Desserts', 'Pastries', 'Pizza']"
Saj Express,Ţāb Kirā‘,48,"['Sandwiches ', 'Snacks']"
Mac Waffle and More,Māḩiş,48,"['Beverages', 'Desserts', 'Pasta']"
Granos Coffee House,Irbid,89,['Beverages']
AL-Wahsh Coffee,Wadi Rum,75,"['Beverages', 'Desserts']"
Rahaf & Rafeef Alsham Sweets,Kerak,75,['Desserts']
Bon Shake,Al Azraq ash Shamālī,37,"['Juices', 'Beverages']"
Almankal Chicken Tikka,Al Maşţabah,86,"['Grills', 'Healthy', 'Arabic']"
Karam And Akram,Māḩiş,36,"['Burgers', 'Snacks', 'Sandwiches ']"
Casa Italia,Abū al Lasan,31,"['Italian', 'Pasta']"
Hermeez Coffee House,Al Azraq ash Shamālī,64,"['Beverages', 'Jordanian']"
Abu Zina Waffle And Crepe,Ad Dimnah,41,['Desserts']
Saraya Al Salateen,Bayyūḑah,23,"['Arabic', 'International']"
Crepe Tonight,Jerash,77,"['Desserts', 'Crepes and Waffles']"
Twist,Ma‘ān,50,"['Snacks', 'Sandwiches ']"
Al Matbakh Albaity,Al Maşţabah,43,['Arabic']
Mr. Falafel,Umm Qays,66,"['Breakfast', 'Falafel', 'Arabic']"
Anthurium Restaurant,Kufayrāt Abū Khīnan,93,"['Fast Food', 'Snacks', 'Sandwiches ', 'Jordanian', 'Arabic']"
Noor Ala Noor roasteries,"Abdoun, Amman",23,"['Speciality Store', 'Nuts & Dried Fruit']"
Waffle And Coffee Maker,‘Ayn Amūn,100,"['Desserts', 'Beverages', 'Crepes and Waffles']"
G&H Cookies,Al Azraq ash Shamālī,61,['Desserts']
Five Bites,Amman,82,"['Burgers', 'Pasta', 'Pizza']"
Al ahmadani Coffee,Sowayma,30,"['Speciality Store', 'Coffee & Tea']"
F Kitchen,Aţ Ţayyibah,46,"['Seafood', 'Healthy', 'Italian']"
Shonokol,Sowayma,74,"['Arabic', 'Asian', 'International']"
Josie,Al Kafrayn,19,"['Desserts', 'Juices', 'Crepes and Waffles']"
Al Aseel,Madaba,65,"['Pizza', 'Desserts', 'Manaqeesh']"
AL Qaisi Butchery,Māḩiş,28,"['Speciality Store', 'Fresh Meat & Fish']"
Manoush Basha,Az Zarqa,70,"['Breakfast', 'Pizza', 'Sandwiches ']"
twins,Bayyūḑah,56,"['Crepes and Waffles', 'Cakes and Desserts']"
Noram Sweets,At-Tafilah,67,['Desserts']
Khatab Mobile,Umm Qays,31,['Speciality Store']
Shawrma Alhout,Jerash,74,"['Shawarma & Doner', 'Sandwiches ', 'Fried Chicken']"
Al Nabelsi,Wadi Rum,57,"['Pastries', 'Pizza']"
Al Afandi Pizza,Māḩiş,74,"['Arabic', 'Pastries']"
Hamati Restaurant,"Abdoun, Amman",32,"['Arabic', 'Breakfast']"
Cuba Burger & more,Ash Shūnah ash Shamālīyah,66,"['Burgers', 'Snacks', 'Sandwiches ']"
Halapeno's,Sowayma,38,"['Burgers', 'Snacks', 'Jordanian']"
Shu Noodles,Māḩiş,79,"['Chinese', 'Asian']"
The Pizza Studio,Shūnat Nimrīn,91,"['Pizza', 'Salads', 'Italian']"
Alkit & Alkat,Madaba,31,['Desserts']
Hashtag Saj,Al Azraq ash Shamālī,90,['Snacks']
EAT Mix,Umm Qays,67,"['American', 'International']"
DP Restaurant,Ash Shumaysānī,40,['Arabic']
Nidal Al Kalha,Kufayrāt Abū Khīnan,48,['Falafel']
Spicy Chicken,Wadi Musa,79,['Fried Chicken']
Zad Al-Aqaba,Ma‘ān,29,['Speciality Store']
Abu Saif,Irbid,45,['Jordanian']
Sevan City Mall,Kerak,33,"['Sandwiches ', 'Jordanian', 'Shawarma & Doner']"
Sanadkom Restaurant,"Abdoun, Amman",16,['Arabic']
Al Aghar Al Shameyyi Sweets,Az Zarqa,56,"['Arabic', 'Desserts', 'Lebanese']"
Arnoos Restaurant,Kerak,63,"['Shawarma & Doner', 'Snacks']"
Alsunbolah Bakery,Ash Shūnah ash Shamālīyah,28,"['Speciality Store', 'Bread & Bakery']"
Kebab Arbil,Kufayrāt Abū Khīnan,42,"['Sandwiches ', 'Arabic', 'Grills']"
Shawerma Nour El Deen,Dana,27,"['Fried Chicken', 'Shawarma & Doner']"
Coffee Factory,Az Zarqa,32,"['Beverages', 'Desserts']"
Hareeset Habeeb Al Ein,Al Azraq ash Shamālī,32,['Desserts']
Gosoun El Zaytoun,Dana,50,"['Pastries', 'Bakery and Cakes', 'Breakfast']"
Baitak,Al Ḩayy,35,['Arabic']
Waffle Hut,Al Ḩayy,43,"['Crepes and Waffles', 'American']"
Awraq Al Khareef,Abū al Lasan,28,"['Shawarma & Doner', 'Snacks']"
Resto,Ajloun,93,"['Sandwiches ', 'Snacks']"
Hommies Shawerma,Kerak,88,"['Shawarma & Doner', 'Sandwiches ']"
Commodo,Sowayma,51,"['Arabic', 'Italian']"
Ayham Online,Ma‘ān,94,"['Grocery ', 'Convenience Store']"
Shawarma Salma,Umm Qays,37,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Shawerma 3ala Kefak,Umm Qays,73,['Shawarma & Doner']
Nour Al Hana Pizza,Ma‘ān,81,"['Manaqeesh', 'Pastries', 'Pizza']"
Al Ajjan,Bayyūḑah,72,"['Pastries', 'Pizza', 'Turkish']"
Abu Saif,Jerash,66,['Jordanian']
STOP&TASTE SHAWARMA,Al Ḩayy,32,"['Shawarma & Doner', 'Sandwiches ']"
Ka3kosheh,Umm Uthainah,65,"['Pastries', 'Pizza']"
Manageesh & pizza abul abed,Ţāb Kirā‘,72,"['Pastries', 'Pizza']"
Al Badawiya Coffee,Sowayma,44,"['Speciality Store', 'Coffee & Tea']"
